Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
64,362.538,21497,16452,2739510,6480,37566,26,31,2670750,3197724,3457913,4018087
